#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-06-25T21:04:38 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5b3158a94c4a	
#INFO	-out.max=999999	
#INFO	queryParameters=11	
#-oc.form=dec
#-out.max=999999
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:B/astorb&tab:{B/astorb/astorb}&key:source=B/astorb/astorb&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-source=B/astorb/astorb
#-order=I
#Ephem=Ephem
#-out=i
#-out=e
#
#
#RESOURCE=yCat_102032
#Name: B/astorb
#Title: Orbits of Minor Planets (Bowell+ 2014)
#Table	B_astorb_astorb:
#Name: B/astorb/astorb
#Title: The catalog of Orbits (2014-01-05)
#Column	i	(F10.6)	Inclination (3)	[ucd=]
#Column	e	(F11.8)	Eccentricity (3)	[ucd=]
#i	e
#deg	
#----------	-----------
 19.137882	 0.06384208
  1.595638	 0.10697621
  8.154428	 0.07888646
  6.068286	 0.07120501
  4.235014	 0.04049027
 10.277854	 0.17572725
 21.309266	 0.19643226
 10.627159	 0.12714145
  4.794386	 0.04426653
 12.725849	 0.18737656
  3.084724	 0.17296479
 10.133733	 0.09699241
 15.239037	 0.07515560
  3.224798	 0.01484135
  5.550345	 0.10884247
  6.291825	 0.10940770
 12.015172	 0.29405452
 14.439620	 0.17890510
 12.964678	 0.17123227
 12.648228	 0.24127209
 10.299596	 0.21030091
  4.636720	 0.10624863
  1.463207	 0.14072793
  3.192429	 0.08779099
 13.540297	 0.21919847
 10.169549	 0.20538190
  4.648050	 0.20640565
 19.114579	 0.09207747
  6.433033	 0.10794933
  0.437169	 0.19756931
 11.592609	 0.15897409
  7.227032	 0.09414234
 14.991113	 0.22967530
 15.800630	 0.09383660
 12.916441	 0.10562443
  8.794723	 0.20997476
 18.944809	 0.37850302
 10.925419	 0.07241276
  5.287733	 0.18755676
 13.183498	 0.08307466
  8.681688	 0.21885223
 21.307179	 0.04620251
  9.844649	 0.15726483
 14.473325	 0.09734857
 18.755715	 0.05092412
 12.512179	 0.05790918
 13.867575	 0.19252686
 11.092499	 0.16224698
 10.246046	 0.08834581
 11.520244	 0.15871683
 12.986855	 0.04665925
  9.280927	 0.09423847
 18.861421	 0.08729752
  1.618670	 0.17793784
 15.175501	 0.17554162
  7.086821	 0.06414874
  2.279216	 0.12892947
  3.791809	 0.07893126
  4.819934	 0.30023716
  9.496705	 0.22236791
  2.092505	 0.21538852
  9.770452	 0.14507355
 20.838364	 0.14076228
 25.031228	 0.17984527
  5.010446	 0.17639814
 12.888285	 0.21567349
  9.839866	 0.24587376
 17.002875	 0.14765794
  9.497838	 0.10013588
 13.336439	 0.00823373
 15.409367	 0.09531976
  9.535092	 0.19017092
 15.938315	 0.18807040
  8.747146	 0.25447139
  9.733451	 0.08370620
  3.876988	 0.04061405
  2.038307	 0.17505159
 12.956300	 0.27205191
  3.201977	 0.17898293
  6.729122	 0.22858601
 11.019502	 0.18395962
 10.959691	 0.11019309
 10.596842	 0.28224078
  4.420147	 0.08576272
  4.310613	 0.17699706
  8.227213	 0.12849809
  5.995096	 0.10277483
  2.173343	 0.13411135
  9.659624	 0.14999792
 12.709523	 0.02052530
 11.025604	 0.09650260
  8.560942	 0.21952319
 33.991654	 0.19708948
 16.313995	 0.17550486
  6.556712	 0.04556209
  3.275195	 0.05844246
  6.778030	 0.02382227
 19.425173	 0.08604605
  9.871583	 0.22851208
  6.519526	 0.16952413
  6.798597	 0.21304577
  5.583279	 0.08954021
  6.002107	 0.04986381
 12.074492	 0.14100827
  8.478724	 0.15433598
  8.370808	 0.15264477
 11.202276	 0.16949191
 14.853711	 0.11555302
 16.868104	 0.23467176
  3.872494	 0.18573261
  3.960303	 0.25835813
 10.111270	 0.22323339
  0.397122	 0.12261883
  7.698589	 0.08893719
  5.389867	 0.11020507
  2.934668	 0.15347145
  2.646180	 0.14942487
  5.241170	 0.10285796
  2.489395	 0.09969196
  8.374741	 0.04283994
  9.301616	 0.06592851
  8.468930	 0.16128027
  1.543748	 0.11638661
 11.104771	 0.10088960
 10.242956	 0.23565010
 17.993901	 0.27751669
 10.997075	 0.12955274
  4.894782	 0.11916586
  9.255901	 0.09074706
 18.393766	 0.16811165
  1.291405	 0.18122529
  1.816000	 0.11812911
  5.227641	 0.24393562
 10.579685	 0.15780313
  9.828100	 0.11313722
  5.683496	 0.23966267
 15.007348	 0.12769012
 10.202517	 0.19183856
  5.297779	 0.15535722
  6.150380	 0.19245404
 11.014840	 0.07896672
  3.665785	 0.08375772
 21.894460	 0.03360391
 30.033306	 0.22250946
  8.243760	 0.16084718
 10.723075	 0.23334601
  7.567351	 0.12851894
  1.626974	 0.06044254
 24.993179	 0.16722643
 10.318611	 0.14634501
 10.795484	 0.03856669
 11.172263	 0.08032959
 12.485937	 0.20684259
 10.174025	 0.13274021
 16.901284	 0.21619379
 32.588825	 0.35321102
 17.826657	 0.06290132
 14.661341	 0.16344219
 12.804318	 0.14509407
 12.228111	 0.24978764
 16.708799	 0.29166475
 10.198794	 0.05624350
 16.144701	 0.10346342
 15.105665	 0.24989794
  8.024626	 0.17413749
  4.421122	 0.19845707
 19.637585	 0.13774888
  8.599601	 0.22001214
 10.108378	 0.07346507
  9.380782	 0.12472156
  4.186175	 0.04156777
 12.640718	 0.25264572
 13.445885	 0.12227127
 20.950044	 0.25853442
  7.666447	 0.05851860
  7.027321	 0.11081630
  2.761575	 0.10930561
 14.958847	 0.05877568
 22.047465	 0.13820370
 17.034720	 0.07099397
 13.799594	 0.07487691
  7.739288	 0.13534598
  2.314690	 0.13795498
  8.636995	 0.24303599
 14.124681	 0.11316405
 18.165715	 0.02368982
 12.078099	 0.22797727
 25.370521	 0.24293292
  6.473040	 0.05796146
 11.526817	 0.04371549
  9.254230	 0.15357823
 13.857062	 0.11137910
 18.919051	 0.08172012
  2.214783	 0.19005238
 10.902513	 0.08327842
 12.277422	 0.18367510
 11.006247	 0.07645177
  7.929838	 0.16904284
  0.270703	 0.12440652
  7.712505	 0.15908663
  8.554452	 0.10647644
 13.378800	 0.08119224
  1.711741	 0.12830179
  8.166810	 0.12197157
 13.768737	 0.05734195
  1.040846	 0.15545935
  7.042617	 0.14532589
  6.901522	 0.21317405
  7.330906	 0.19472830
  9.800518	 0.19449668
 12.713865	 0.27878353
  2.563045	 0.18386817
 10.759223	 0.10085280
 15.743810	 0.12717033
 11.290292	 0.03974036
 18.125473	 0.23124826
  6.496174	 0.08613535
  0.516531	 0.13405867
 10.229939	 0.11249852
  1.505533	 0.06542768
  4.520844	 0.11792408
 15.199004	 0.10828869
  9.231583	 0.03392753
  4.119468	 0.21668661
 17.823233	 0.14578664
  8.576898	 0.23046800
 14.746249	 0.17203211
  7.585775	 0.23808956
 25.397046	 0.19066927
  6.843463	 0.23554632
 10.792584	 0.07597476
  7.535561	 0.19402803
  8.026960	 0.06694738
 11.115367	 0.13422685
  2.877550	 0.01110397
 13.510210	 0.19548465
  9.804125	 0.20341849
 12.839826	 0.12137093
  8.487106	 0.05077626
  6.092296	 0.21897412
 24.379276	 0.31036047
 17.498261	 0.29401286
 12.577380	 0.10289037
 11.506964	 0.17186703
 18.518842	 0.05740979
  5.521763	 0.03575687
  3.647166	 0.19667101
 15.686076	 0.26748947
 14.877407	 0.27263186
 10.245138	 0.13989280
  5.740434	 0.22890927
 11.266494	 0.18102571
 13.012760	 0.12259429
 26.076612	 0.16901376
 14.191938	 0.03207766
 15.889061	 0.32204221
 13.846579	 0.15938862
 13.036686	 0.25060443
 15.141304	 0.15604366
 11.533426	 0.11065641
 15.299208	 0.41012558
  6.789475	 0.10361426
  7.143042	 0.03325052
 20.600272	 0.01752580
  2.458221	 0.13735543
 17.307693	 0.15455283
 25.020057	 0.04903060
 14.429903	 0.19399645
  4.270954	 0.10815116
  3.490211	 0.08624042
 16.261260	 0.11220492
  1.750937	 0.13328421
  6.091227	 0.19556085
 12.765074	 0.18709203
 10.368765	 0.15863424
 14.271258	 0.05714198
 13.820316	 0.08264312
  8.480381	 0.08561003
  1.645544	 0.26276767
  6.929403	 0.19947448
 11.565037	 0.54620982
  2.354240	 0.01871981
  8.322491	 0.11630097
  5.638584	 0.14484381
  4.988218	 0.05399757
 11.712999	 0.25057740
  3.790419	 0.22126081
 15.435646	 0.28461450
 15.058672	 0.10591579
  4.257317	 0.08822946
 18.040481	 0.09767369
  4.234671	 0.17753370
 10.689242	 0.14052937
 10.993201	 0.04343504
 20.291092	 0.05917244
  5.805949	 0.09973870
 16.883836	 0.32216451
  4.375928	 0.16571741
 12.368832	 0.24517324
  3.534216	 0.05473778
 20.657822	 0.14394642
 10.844203	 0.11005788
  8.413871	 0.07071921
 11.219396	 0.11833067
  4.834605	 0.05925527
  7.713905	 0.11772359
 13.321175	 0.04017899
 17.488517	 0.23774030
 18.125999	 0.33931322
  2.258762	 0.18771860
  5.394207	 0.17311582
  3.951003	 0.12872438
 15.607597	 0.15294091
  5.962047	 0.07449079
 10.090050	 0.22121504
 24.545389	 0.04863277
  3.242297	 0.13765073
 20.356827	 0.14908237
  8.169254	 0.10963637
  5.610058	 0.15065306
 19.900391	 0.20587449
 12.527680	 0.23284535
  2.158925	 0.06454506
 13.086948	 0.10496755
  4.082305	 0.16659761
 10.033664	 0.09848021
  5.531994	 0.28448397
 10.089164	 0.09650300
  2.412078	 0.18168939
 16.273438	 0.21248919
  7.369141	 0.18644070
  4.383934	 0.15076914
 14.936660	 0.24776686
 28.860366	 0.09227276
 16.667167	 0.07875634
  5.566230	 0.16741134
  9.289800	 0.07098503
 18.236503	 0.16499029
 12.940724	 0.10835340
 13.671726	 0.25237730
 14.581291	 0.22741890
 19.086282	 0.09721188
 19.151891	 0.11655124
  5.261467	 0.03900613
  9.340197	 0.23002124
 12.287895	 0.24285359
 12.771378	 0.21082257
 14.517496	 0.16039047
 14.851850	 0.13035984
 14.337738	 0.13344824
 10.782092	 0.14767811
 20.533530	 0.15201250
 16.365454	 0.19431282
  8.623133	 0.13088800
 15.788254	 0.12531529
  5.418958	 0.29674482
 19.054458	 0.10290836
 19.052322	 0.32024157
  4.512941	 0.06113963
  9.239464	 0.03574588
  5.282155	 0.02236731
  4.262468	 0.20167154
 14.129222	 0.07788122
  5.202114	 0.07875257
  8.675674	 0.06530109
 15.392828	 0.14001775
 15.727878	 0.18752901
 14.240649	 0.07514962
 11.317188	 0.06562539
  4.721499	 0.12790389
  7.144019	 0.19194188
  2.611837	 0.18009838
  3.136932	 0.07119760
 13.303237	 0.16495121
  6.297418	 0.02602909
 21.823666	 0.30751824
 13.868190	 0.07616366
 14.326088	 0.10913808
 11.334884	 0.17991812
 15.666040	 0.09451707
  4.896102	 0.14170726
  5.933303	 0.04993742
  5.399919	 0.21292928
  0.717014	 0.15480281
  3.645935	 0.08971008
  8.127034	 0.13759538
  3.399562	 0.07484060
  7.106943	 0.20584083
  3.421754	 0.15628915
  1.125684	 0.02788411
  8.281714	 0.09941589
  3.798779	 0.06307461
  4.836468	 0.14621821
  1.005460	 0.08063001
  9.786560	 0.12074475
  3.978556	 0.20113856
  3.694198	 0.08752343
  4.847464	 0.17693773
  6.737021	 0.04140626
 10.422347	 0.13233186
 12.602306	 0.15178835
  9.988836	 0.10038159
  3.789556	 0.06975428
 14.518007	 0.11852138
  8.001035	 0.21000400
  8.778140	 0.06883111
 12.610281	 0.06958076
  0.264370	 0.18154291
  2.481578	 0.09570958
  1.053606	 0.16338184
 19.531253	 0.20028694
 15.541827	 0.12512829
  2.391893	 0.08960988
 23.015454	 0.27415304
  9.215471	 0.10591138
  6.087650	 0.17418962
 10.883470	 0.17901340
 14.320440	 0.11859431
  5.300900	 0.08843872
  8.874268	 0.10239036
 13.510894	 0.10771804
 13.296073	 0.10627151
  8.049584	 0.10263859
 13.886927	 0.08191491
 25.412033	 0.02933879
  5.450445	 0.19094881
 13.341550	 0.19367362
  8.659115	 0.05244475
  5.975017	 0.12819907
  5.838035	 0.14920076
  7.837897	 0.22036203
  6.191824	 0.26477798
  4.250438	 0.11979602
  7.375045	 0.07899866
  5.274320	 0.14902051
 11.140956	 0.08042005
 14.575225	 0.15194301
 11.359170	 0.11353636
  4.255162	 0.16067919
  2.065292	 0.22639860
 13.680780	 0.15447345
 15.147915	 0.32323899
 14.189282	 0.20563907
  6.125306	 0.26643142
  4.714882	 0.19841440
  8.915278	 0.12230466
  3.304100	 0.18684658
 16.866499	 0.26990800
  9.366245	 0.56780987
 13.845606	 0.19367541
  8.096538	 0.20295939
 10.870753	 0.06016373
 13.557692	 0.02986847
 21.332105	 0.10402405
 17.019812	 0.14948060
 12.736233	 0.11015857
 26.078435	 0.14530295
  8.190745	 0.16353228
 14.329558	 0.09493463
 10.087720	 0.37109964
 12.467501	 0.20067329
 11.562567	 0.16334988
  3.446568	 0.22055881
  6.345961	 0.17987671
 11.778657	 0.04477210
 15.161017	 0.08813861
  5.325948	 0.15377424
 11.784015	 0.08617736
 19.560553	 0.16033692
 13.415272	 0.14777050
 18.789746	 0.09004578
  9.209370	 0.15374118
 21.763579	 0.06572680
 18.344306	 0.17524153
  5.805546	 0.17046384
 25.209978	 0.21504175
  5.545936	 0.14023711
 11.093042	 0.23725284
  5.125690	 0.20017370
 12.068130	 0.18964934
  8.166421	 0.08311120
 11.581715	 0.10598784
 16.335559	 0.18405582
  7.302425	 0.19405985
 14.477059	 0.19657836
  8.980717	 0.15457532
 21.075907	 0.07874433
 16.333924	 0.18202372
 14.582843	 0.08613918
 17.650500	 0.14884775
  3.913282	 0.11324148
 15.335530	 0.14361607
 11.478786	 0.23170094
  8.118851	 0.09009859
  5.538889	 0.16534450
 14.073654	 0.21856101
  4.023072	 0.14585732
  2.369162	 0.17746137
  3.696970	 0.21731834
  2.669568	 0.19526954
  2.583542	 0.17651826
  6.243142	 0.17004557
  6.625782	 0.19622614
 10.573510	 0.17131626
 12.108783	 0.21325390
 42.521671	 0.66091201
 32.888809	 0.16319422
  1.431440	 0.14349488
  6.706080	 0.24747675
  8.656870	 0.16402353
 10.698375	 0.19255933
 23.474650	 0.15812141
  4.106903	 0.17355315
  9.995890	 0.24359151
  8.666883	 0.19071098
  1.169456	 0.17286142
 10.686911	 0.28741046
  5.963547	 0.20475725
 14.794178	 0.08158757
  5.630312	 0.18556036
  4.497348	 0.22077373
  3.025638	 0.16533673
 10.993699	 0.09072583
  2.602229	 0.09861766
  7.984246	 0.13782805
  9.049526	 0.12009655
 21.459957	 0.28247838
 14.415454	 0.13160262
  5.413152	 0.16830929
 11.599087	 0.13709168
  2.292370	 0.20606654
  5.025932	 0.27100922
 13.787437	 0.16128305
  8.371148	 0.23500406
 15.828079	 0.11195869
  5.457183	 0.11157191
  2.556875	 0.03183373
  7.714095	 0.10160953
 15.174606	 0.02654689
 21.644376	 0.23348351
 10.111942	 0.13735369
 15.907270	 0.20294907
  2.065658	 0.20372963
 13.650852	 0.23478144
 14.869112	 0.09237360
  9.094137	 0.19741115
  4.056578	 0.27778687
 14.813495	 0.20230107
